record_id,schema_version,statement_date,organization_or_domain,primary_domain,topic,claim_type,statement_paraphrase,target_date_or_timeframe,statement_source_url,statement_source_title,statement_source_tier,evaluation_date,verdict_category,display_verdict,score_points,include_in_trust_score,exclusion_reason,classification_rationale,credible_sources_contest_claim,contestation_resolution,deadline_result,eventual_outcome,factual_accuracy,deception_intent_status,outcome_summary,outcome_source_1_url,outcome_source_1_title,outcome_source_2_url,outcome_source_2_title,confidence,selection_basis,source_quality_notes,methodology_notes,legacy_methodology_notes,legacy_statement_type,legacy_verdict,legacy_weighted_reliability_score,legacy_included_in_site_percentage
X-011,2.0,2022-11-24,X / Twitter,Media & Society,Account amnesty,Promise or Commitment,"Begin a general amnesty for suspended accounts the following week, excluding illegal activity and egregious spam.",Week beginning 2022-11-28,https://www.reuters.com/technology/elon-musk-says-twitter-provide-amnesty-some-suspended-accounts-starting-next-2022-11-24/,Musk says Twitter to provide amnesty to some suspended accounts,Tier 1 independent quoting Musk,2026-07-26,Mostly True,Substantially Fulfilled,75,Yes,,"The general amnesty began near the promised time, but its scope and exceptions were not fully auditable; the core commitment was substantially fulfilled.",No,,Reinstatements occurred on schedule; boundaries remained inconsistent,Substantially fulfilled,Not applicable,Not established,"Reuters reported by December 12 that Musk had reinstated accounts under a general amnesty, although the scale and consistent application of the exceptions were not independently auditable.",https://www.reuters.com/world/lgbtq-africans-fight-twitter-hate-speech-after-musks-takeover--trfn-2022-12-12/,LGBTQ+ Africans fight Twitter hate speech after Musk takeover,https://www.reuters.com/technology/twitter-introduce-new-controls-ad-placements-email-2022-12-09/,Twitter says amnesty excludes bad actors and illegal activity,Medium-High,"High-impact, concrete, externally verifiable claim or dated commitment","Primary source and/or major wire, official record, or established fact-checker",Scored under the v2 Mostly True category at 75 points. This verdict measures demonstrated reliability and does not by itself establish deceptive intent.,"Date performance is scored, but the undefined scope keeps it out of binary resolved scoring.",Dated promise,PARTIALLY_FULFILLED,0.75,No
NEURALINK-001,2.0,2019-07,Neuralink,Science & Health,Human trials,Prediction or Forecast,Obtain regulatory approval for human brain-implant trials by the end of 2020.,2020-12-31,https://www.reuters.com/technology/elon-musks-missed-deadlines-fda-approval-neuralink-brain-chip-trials-2023-03-02/,Musk's missed Neuralink FDA deadlines,Tier 1 investigative reporting reconstructing the statement,2026-07-26,Misleading,Materially Late,50,Yes,,"The central outcome eventually occurred, but the missed deadline was material to the original claim.",No,,About two and a half years late,Partially fulfilled or materially late,Not applicable,Not established,"The FDA cleared Neuralink's first-in-human study in May 2023, well after the 2020 target.",https://www.reuters.com/science/elon-musks-neuralink-gets-us-fda-approval-human-clinical-study-brain-implants-2023-05-25/,Neuralink wins FDA clearance for first human study,,,High,"High-impact, concrete, externally verifiable claim or dated commitment","Primary source and/or major wire, official record, or established fact-checker",Scored under the v2 Misleading category at 50 points. This verdict measures demonstrated reliability and does not by itself establish deceptive intent.,"A missed deadline is scored as a reliability failure, not automatically as a deliberate lie.",Dated forecast,FULFILLED_LATE,0.5,Yes
NEURALINK-002,2.0,2021-02,Neuralink,Science & Health,Human trials,Prediction or Forecast,Begin initial human trials later in 2021 if safety work and FDA discussions went well.,2021-12-31,https://www.reuters.com/technology/elon-musks-missed-deadlines-fda-approval-neuralink-brain-chip-trials-2023-03-02/,Musk's missed Neuralink FDA deadlines,Tier 1 investigative reporting quoting Musk,2026-07-26,Misleading,Materially Late,50,Yes,,"The central outcome eventually occurred, but the missed deadline was material to the original claim.",No,,More than two years late,Partially fulfilled or materially late,Not applicable,Not established,Neuralink did not begin its first human implant trial until 2024.,https://www.reuters.com/technology/neuralink-implants-brain-chip-first-human-musk-says-2024-01-29/,Neuralink implants brain chip in first human,https://www.reuters.com/legal/litigation/elon-musks-neuralink-says-it-has-21-participants-enrolled-trials-2026-01-28/,Neuralink reports 21 trial participants in 2026,High,"High-impact, concrete, externally verifiable claim or dated commitment","Primary source and/or major wire, official record, or established fact-checker",Scored under the v2 Misleading category at 50 points. This verdict measures demonstrated reliability and does not by itself establish deceptive intent.,"A missed deadline is scored as a reliability failure, not automatically as a deliberate lie.",Dated forecast,FULFILLED_LATE,0.5,Yes
NEURALINK-003,2.0,2022-04,Neuralink,Science & Health,First human implant,Prediction or Forecast,Perform Neuralink's first human implant during 2022.,2022-12-31,https://www.reuters.com/technology/elon-musks-missed-deadlines-fda-approval-neuralink-brain-chip-trials-2023-03-02/,Musk's missed Neuralink FDA deadlines,Tier 1 investigative reporting quoting Musk,2026-07-26,Misleading,Materially Late,50,Yes,,"The central outcome eventually occurred, but the missed deadline was material to the original claim.",No,,About thirteen months late,Partially fulfilled or materially late,Not applicable,Not established,"The first human implant occurred in January 2024, after the 2022 target.",https://www.reuters.com/technology/neuralink-implants-brain-chip-first-human-musk-says-2024-01-29/,Neuralink implants brain chip in first human,,,High,"High-impact, concrete, externally verifiable claim or dated commitment","Primary source and/or major wire, official record, or established fact-checker",Scored under the v2 Misleading category at 50 points. This verdict measures demonstrated reliability and does not by itself establish deceptive intent.,"A missed deadline is scored as a reliability failure, not automatically as a deliberate lie.",Dated aspirational forecast,FULFILLED_LATE,0.5,Yes
NEURALINK-004,2.0,2022-11-30,Neuralink,Science & Health,Human trials,Prediction or Forecast,Begin human clinical trials within six months.,By 2023-05-31,https://www.reuters.com/technology/elon-musk-says-expects-neuralink-begin-human-trials-six-months-2022-12-01/,Musk expects Neuralink human trials in six months,Tier 1 independent quoting Musk,2026-07-26,Mostly True,Mostly Correct,75,Yes,,The central outcome occurred with a relatively limited delay.,No,,FDA clearance arrived at deadline; implantation began about eight months later,Substantially fulfilled,Not applicable,Not established,"FDA clearance came in May 2023, but the first participant was implanted in January 2024, so actual human testing began later than six months.",https://www.reuters.com/science/elon-musks-neuralink-gets-us-fda-approval-human-clinical-study-brain-implants-2023-05-25/,Neuralink wins FDA clearance,https://www.reuters.com/technology/neuralink-implants-brain-chip-first-human-musk-says-2024-01-29/,Neuralink implants first human,High,"High-impact, concrete, externally verifiable claim or dated commitment","Primary source and/or major wire, official record, or established fact-checker",Scored under the v2 Mostly True category at 75 points. This verdict measures demonstrated reliability and does not by itself establish deceptive intent.,"A missed deadline is scored as a reliability failure, not automatically as a deliberate lie.",Dated forecast,FULFILLED_LATE,0.75,Yes
NEURALINK-005,2.0,2024-01-29,Neuralink,Science & Health,Telepathy product capability,Promise or Commitment,The first Neuralink product would let users control a phone or computer by thought.,No explicit deadline,https://www.reuters.com/technology/neuralink-implants-brain-chip-first-human-musk-says-2024-01-29/,Neuralink implants brain chip in first human,Tier 1 independent quoting Musk,2026-07-26,True,Fulfilled,100,Yes,,The available evidence supports the central claim or shows the commitment was fulfilled as stated.,No,,Demonstrated in first participant,Fulfilled,Not applicable,Not established,The first participant controlled a computer cursor and later played online chess using the implant.,https://www.reuters.com/business/healthcare-pharmaceuticals/neuralinks-first-human-patient-able-control-mouse-through-thinking-musk-says-2024-02-20/,First Neuralink patient controls mouse by thought,https://www.reuters.com/business/healthcare-pharmaceuticals/neuralink-shows-first-brain-chip-patient-playing-online-chess-2024-03-21/,Neuralink patient plays online chess by thought,High,"High-impact, concrete, externally verifiable claim or dated commitment","Primary source and/or major wire, official record, or established fact-checker",Scored under the v2 True category at 100 points. This verdict measures demonstrated reliability and does not by itself establish deceptive intent.,"A missed deadline is scored as a reliability failure, not automatically as a deliberate lie.",Capability claim,FULFILLED,1.0,Yes
NEURALINK-006,2.0,2026-01-01,Neuralink,Science & Health,Manufacturing and surgery,Prediction or Forecast,Begin high-volume implant production and fully automated surgery during 2026.,2026-12-31,https://www.reuters.com/business/healthcare-pharmaceuticals/musk-says-neuralink-start-high-volume-production-interface-devices-by-2026-2026-01-01/,Musk says Neuralink plans high-volume production by 2026,Tier 1 independent quoting Musk,2026-07-26,Pending,Pending,,No,Deadline or relevant condition had not matured by the evaluation date.,The relevant deadline or stated condition had not matured by the evaluation date.,No,,Deadline still open,Pending,Not applicable,Not established,"The 2026 deadline had not elapsed by the evaluation date. Neuralink reported 21 enrolled trial participants in January 2026, but that does not establish high-volume production or fully automated surgery.",https://www.reuters.com/legal/litigation/elon-musks-neuralink-says-it-has-21-participants-enrolled-trials-2026-01-28/,Neuralink reports 21 trial participants,,,High,"High-impact, concrete, externally verifiable claim or dated commitment","Primary source and/or major wire, official record, or established fact-checker",Excluded from the v2 Trust Score as Pending: Deadline or relevant condition had not matured by the evaluation date.,Future target excluded until the calendar year closes and evidence is available.,Dated forecast,PENDING,,No
BORING-001,2.0,2018,The Boring Company,Business & Technology,Hawthorne test tunnel,Promise or Commitment,"Open the first Los Angeles-area test tunnel on December 10, 2018.",2018-12-10,https://www.reuters.com/article/world/elon-musk-unveils-his-first-los-angeles-area-tunnel-idUSKBN1OI03Q/,Musk unveils first Los Angeles-area tunnel,Tier 1 independent documenting statement and outcome,2026-07-26,Mostly True,Fulfilled Slightly Late,75,Yes,,The central outcome occurred with a relatively limited delay.,No,,Eight days late,Substantially fulfilled,Not applicable,Not established,"The tunnel was unveiled on December 18, 2018, eight days after the announced opening date.",https://www.reuters.com/article/world/elon-musk-unveils-his-first-los-angeles-area-tunnel-idUSKBN1OI03Q/,Musk unveils first Los Angeles-area tunnel,,,High,"High-impact, concrete, externally verifiable claim or dated commitment","Primary source and/or major wire, official record, or established fact-checker",Scored under the v2 Mostly True category at 75 points. This verdict measures demonstrated reliability and does not by itself establish deceptive intent.,"A missed deadline is scored as a reliability failure, not automatically as a deliberate lie.",Dated promise,FULFILLED_LATE,0.75,Yes
BORING-002,2.0,2018-12-18,The Boring Company,Business & Technology,Public tunnel rides,Promise or Commitment,Offer free rides to the public in the Hawthorne tunnel in the coming months.,Early 2019,https://www.reuters.com/article/world/elon-musk-unveils-his-first-los-angeles-area-tunnel-idUSKBN1OI03Q/,Musk unveils first Los Angeles-area tunnel,Tier 1 independent quoting Musk,2026-07-26,False,Unfulfilled,0,Yes,,The deadline matured without the promised result being delivered under the original terms.,No,,No sustained public service documented,Unfulfilled or reversed,Not applicable,Not established,The Hawthorne tunnel remained a test facility rather than becoming a regular free public transport service.,https://www.boringcompany.com/projects,The Boring Company project list,https://www.nytimes.com/interactive/2026/06/02/technology/elon-musk-promises-spacex-ipo.html,NYT audit of Musk's dated business goals,Medium-High,"High-impact, concrete, externally verifiable claim or dated commitment","Primary source and/or major wire, official record, or established fact-checker",Scored under the v2 False category at 0 points. This verdict measures demonstrated reliability and does not by itself establish deceptive intent.,One-off demonstrations are not treated as the promised continuing public service.,Dated promise,NOT_FULFILLED,0.0,Yes
BORING-003,2.0,2018-06,The Boring Company,Business & Technology,Chicago airport tunnel,Prediction or Forecast,"Begin drilling the Chicago airport express tunnel within three to four months, subject to approvals.",September to October 2018,https://www.reuters.com/article/world/us-chicago-mayor-meets-with-dot-officials-on-musks-tunnel-project-idUSKBN1JO2CS/,Chicago mayor meets DOT officials on Musk tunnel project,Tier 1 independent quoting Musk,2026-07-26,False,Incorrect,0,Yes,,The measurable forecast did not occur within the stated timeframe.,No,,Missed; project never broke ground,Unfulfilled or reversed,Not applicable,Not established,The Chicago project did not begin drilling and was never built.,https://www.boringcompany.com/projects,The Boring Company project list,https://www.nytimes.com/interactive/2026/06/02/technology/elon-musk-promises-spacex-ipo.html,NYT audit of Musk's dated business goals,High,"High-impact, concrete, externally verifiable claim or dated commitment","Primary source and/or major wire, official record, or established fact-checker",Scored under the v2 False category at 0 points. This verdict measures demonstrated reliability and does not by itself establish deceptive intent.,"Although approvals were a stated dependency, the public schedule did not materialize and the project was abandoned.",Dated forecast,NOT_FULFILLED,0.0,Yes
BORING-004,2.0,2018-06,The Boring Company,Business & Technology,Chicago airport tunnel,Prediction or Forecast,Make the Chicago airport express operational 18 to 24 months after drilling began.,Roughly 2020 to 2021,https://www.reuters.com/article/world/us-chicago-mayor-meets-with-dot-officials-on-musks-tunnel-project-idUSKBN1JO2CS/,Chicago mayor meets DOT officials on Musk tunnel project,Tier 1 independent quoting Musk,2026-07-26,False,Incorrect,0,Yes,,The measurable forecast did not occur within the stated timeframe.,No,,Missed; project never built,Unfulfilled or reversed,Not applicable,Not established,No Chicago airport tunnel service opened.,https://www.boringcompany.com/projects,The Boring Company project list,https://www.nytimes.com/interactive/2026/06/02/technology/elon-musk-promises-spacex-ipo.html,NYT audit of Musk's dated business goals,High,"High-impact, concrete, externally verifiable claim or dated commitment","Primary source and/or major wire, official record, or established fact-checker",Scored under the v2 False category at 0 points. This verdict measures demonstrated reliability and does not by itself establish deceptive intent.,"A missed deadline is scored as a reliability failure, not automatically as a deliberate lie.",Dated forecast,NOT_FULFILLED,0.0,Yes
BORING-005,2.0,2017-07-20,The Boring Company,Politics & Government,New York to Washington tunnel,Factual Assertion,Said he had received verbal U.S. government approval for an underground New York-to-Washington route.,Present-tense claim,https://www.axios.com/2017/12/15/white-house-didnt-give-elon-musk-verbal-approval-for-tunnel-project-1513306894,White House did not give Musk verbal approval for tunnel project,Independent reporting quoting White House adviser,2026-07-26,False,False,0,Yes,,"A White House adviser directly contradicted the claimed government approval, and formal approval had not been granted.",Yes,Evidence favors contradiction,Not applicable,Not applicable,False,Not established,"A White House adviser said Musk had received expressions of excitement, not government approval; formal approvals had not been granted.",https://www.axios.com/2017/12/15/white-house-didnt-give-elon-musk-verbal-approval-for-tunnel-project-1513306894,White House did not give Musk verbal approval for tunnel project,,,High,"High-impact, concrete, externally verifiable claim or dated commitment","Primary source and/or major wire, official record, or established fact-checker",Scored under the v2 False category at 0 points. This verdict measures demonstrated reliability and does not by itself establish deceptive intent.,"A missed deadline is scored as a reliability failure, not automatically as a deliberate lie.",Factual assertion,FALSE_OR_UNSUPPORTED,0.0,Yes
PUBLIC-001,2.0,2025-11-04,Public discourse,Politics & Government,Elections,Factual Assertion,Said New York City's ballot was a scam because mayoral candidates appeared twice.,Present-tense or retrospective claim,https://politifact.com/factchecks/2025/nov/04/elon-musk/new-york-city-mayor-election-ballot-fusion/,"Listing candidates twice is fusion voting, not a scam",Established specialist fact-checker with linked original statement,2026-07-26,False,False,0,Yes,,Reliable evidence directly contradicted the central factual claim.,Yes,Evidence favors contradiction,Not applicable,Not applicable,False,Not established,Candidates appeared on multiple party lines under New York's longstanding fusion-voting system; voters could still vote for each candidate only once.,https://politifact.com/factchecks/2025/nov/04/elon-musk/new-york-city-mayor-election-ballot-fusion/,"Listing candidates twice is fusion voting, not a scam",https://politifact.com/personalities/elon-musk/,PolitiFact Elon Musk speaker scorecard,High,"Complete current PolitiFact Musk speaker-profile factual-claim corpus; this is a disputed-claims sample, not a random sample of everything Musk says","Established specialist fact-checker citing primary records, official data, experts, and the original Musk statement",Scored under the v2 False category at 0 points. This verdict measures demonstrated reliability and does not by itself establish deceptive intent.,A false rating establishes factual inaccuracy under the cited evidence; it does not by itself establish that Musk knowingly lied.,Factual assertion,FALSE,0.0,Yes
PUBLIC-002,2.0,2025-02-28,Public discourse,Politics & Government,Social Security,Factual Assertion,Called Social Security the biggest Ponzi scheme of all time.,Present-tense or retrospective claim,https://politifact.com/factchecks/2025/mar/19/elon-musk/is-social-security-a-ponzi-scheme-fact-checking-el/,Is Social Security a Ponzi scheme?,Established specialist fact-checker with linked original statement,2026-07-26,Misleading,Misleading,50,Yes,,The statement is an analogy that creates a materially inaccurate impression rather than a clean literal factual proposition.,Yes,Evidence favors contradiction,Not applicable,Not applicable,Misleading,Not established,"PolitiFact found the analogy materially misleading because Social Security is a legally authorized public social-insurance program with transparent financing, not a fraudulent investment scheme.",https://politifact.com/factchecks/2025/mar/19/elon-musk/is-social-security-a-ponzi-scheme-fact-checking-el/,Is Social Security a Ponzi scheme?,https://politifact.com/personalities/elon-musk/,PolitiFact Elon Musk speaker scorecard,High,"Complete current PolitiFact Musk speaker-profile factual-claim corpus; this is a disputed-claims sample, not a random sample of everything Musk says","Established specialist fact-checker citing primary records, official data, experts, and the original Musk statement",Scored under the v2 Misleading category at 50 points. This verdict measures demonstrated reliability and does not by itself establish deceptive intent.,A false rating establishes factual inaccuracy under the cited evidence; it does not by itself establish that Musk knowingly lied.,Factual assertion,FALSE,0.0,Yes
PUBLIC-003,2.0,2025-02-20,Public discourse,Politics & Government,Immigration and elections,Factual Assertion,Said President Biden's immigration policy was a giant voter-importation scam.,Present-tense or retrospective claim,https://politifact.com/factchecks/2025/feb/21/elon-musk/fact-check-elon-musk-cpac-bidens-immigration-polic/,No evidence of a Biden voter-importation plan,Established specialist fact-checker with linked original statement,2026-07-26,Unsupported,Unsupported,25,Yes,,"No credible evidence substantiates the alleged voter-importation strategy, but the claimed political motive cannot be conclusively disproven.",Yes,Unresolved,Not applicable,Not applicable,Unsupported,Not established,PolitiFact found no evidence of a plan to import voters; noncitizens cannot lawfully vote in federal elections and naturalization generally takes years.,https://politifact.com/factchecks/2025/feb/21/elon-musk/fact-check-elon-musk-cpac-bidens-immigration-polic/,No evidence of a Biden voter-importation plan,https://politifact.com/personalities/elon-musk/,PolitiFact Elon Musk speaker scorecard,High,"Complete current PolitiFact Musk speaker-profile factual-claim corpus; this is a disputed-claims sample, not a random sample of everything Musk says","Established specialist fact-checker citing primary records, official data, experts, and the original Musk statement",Scored under the v2 Unsupported category at 25 points. This verdict measures demonstrated reliability and does not by itself establish deceptive intent.,A false rating establishes factual inaccuracy under the cited evidence; it does not by itself establish that Musk knowingly lied.,Factual assertion,FALSE,0.0,Yes
PUBLIC-004,2.0,2025-02-10,Public discourse,Politics & Government,FEMA funding,Factual Assertion,Said FEMA sent $59 million in disaster-relief money to luxury New York hotels for migrants.,Present-tense or retrospective claim,https://politifact.com/factchecks/2025/feb/14/elon-musk/fema-did-not-give-disaster-relief-money-to-new-yor/,FEMA did not divert disaster relief money to luxury hotels,Established specialist fact-checker with linked original statement,2026-07-26,False,False,0,Yes,,Reliable evidence directly contradicted the central factual claim.,Yes,Evidence favors contradiction,Not applicable,Not applicable,False,Not established,"The funding came from a separate congressionally appropriated migrant-shelter program, not FEMA's disaster-relief fund.",https://politifact.com/factchecks/2025/feb/14/elon-musk/fema-did-not-give-disaster-relief-money-to-new-yor/,FEMA did not divert disaster relief money to luxury hotels,https://politifact.com/personalities/elon-musk/,PolitiFact Elon Musk speaker scorecard,High,"Complete current PolitiFact Musk speaker-profile factual-claim corpus; this is a disputed-claims sample, not a random sample of everything Musk says","Established specialist fact-checker citing primary records, official data, experts, and the original Musk statement",Scored under the v2 False category at 0 points. This verdict measures demonstrated reliability and does not by itself establish deceptive intent.,A false rating establishes factual inaccuracy under the cited evidence; it does not by itself establish that Musk knowingly lied.,Factual assertion,FALSE,0.0,Yes
PUBLIC-005,2.0,2024-11-13,Public discourse,Politics & Government,Pennsylvania election,Factual Assertion,Said Senator Bob Casey was trying to change the election outcome by counting noncitizen votes.,Present-tense or retrospective claim,https://politifact.com/factchecks/2024/nov/19/elon-musk/no-democrat-bob-casey-is-not-asking-to-count-nonci/,Bob Casey was not asking to count noncitizen votes,Established specialist fact-checker with linked original statement,2026-07-26,False,False,0,Yes,,Reliable evidence directly contradicted the central factual claim.,Yes,Evidence favors contradiction,Not applicable,Not applicable,False,Not established,"The litigation concerned provisional ballots with date or signature defects from otherwise eligible voters, not ballots cast by noncitizens.",https://politifact.com/factchecks/2024/nov/19/elon-musk/no-democrat-bob-casey-is-not-asking-to-count-nonci/,Bob Casey was not asking to count noncitizen votes,https://politifact.com/personalities/elon-musk/,PolitiFact Elon Musk speaker scorecard,High,"Complete current PolitiFact Musk speaker-profile factual-claim corpus; this is a disputed-claims sample, not a random sample of everything Musk says","Established specialist fact-checker citing primary records, official data, experts, and the original Musk statement",Scored under the v2 False category at 0 points. This verdict measures demonstrated reliability and does not by itself establish deceptive intent.,A false rating establishes factual inaccuracy under the cited evidence; it does not by itself establish that Musk knowingly lied.,Factual assertion,FALSE,0.0,Yes
PUBLIC-006,2.0,2024-10-02,Public discourse,Politics & Government,CBP One and immigration,Factual Assertion,Said CBP One approval took under five minutes with no documentation and included free government flights into the United States.,Present-tense or retrospective claim,https://politifact.com/factchecks/2024/oct/04/elon-musk/unpacking-elon-musks-false-claim-about-cbp-one-app/,"CBP One claim about approval, documents and flights was false",Established specialist fact-checker with linked original statement,2026-07-26,False,False,0,Yes,,Reliable evidence directly contradicted the central factual claim.,Yes,Evidence favors contradiction,Not applicable,Not applicable,False,Not established,"PolitiFact found that the process required biographical and identity information, screening and an in-person appointment; the app itself did not grant immigration status or free flights.",https://politifact.com/factchecks/2024/oct/04/elon-musk/unpacking-elon-musks-false-claim-about-cbp-one-app/,"CBP One claim about approval, documents and flights was false",https://politifact.com/personalities/elon-musk/,PolitiFact Elon Musk speaker scorecard,High,"Complete current PolitiFact Musk speaker-profile factual-claim corpus; this is a disputed-claims sample, not a random sample of everything Musk says","Established specialist fact-checker citing primary records, official data, experts, and the original Musk statement",Scored under the v2 False category at 0 points. This verdict measures demonstrated reliability and does not by itself establish deceptive intent.,A false rating establishes factual inaccuracy under the cited evidence; it does not by itself establish that Musk knowingly lied.,Factual assertion,FALSE,0.0,Yes
PUBLIC-007,2.0,2024-02-26,Public discourse,Politics & Government,Immigration and elections,Factual Assertion,Said Democrats avoid deportations because every undocumented migrant is a highly likely future vote.,Present-tense or retrospective claim,https://politifact.com/factchecks/2024/mar/06/elon-musk/fact-check-elon-musks-claim-that-democrats-are-avo/,Claim that Democrats avoid deportations to win elections was false,Established specialist fact-checker with linked original statement,2026-07-26,Unsupported,Unsupported,25,Yes,,"No credible evidence substantiates the claimed political motive, but motive cannot be conclusively disproven from the public record.",Yes,Unresolved,Not applicable,Not applicable,Unsupported,Not established,"The claim lacked evidence, ignored deportations under Democratic administrations and conflated undocumented status with future citizenship and voting eligibility.",https://politifact.com/factchecks/2024/mar/06/elon-musk/fact-check-elon-musks-claim-that-democrats-are-avo/,Claim that Democrats avoid deportations to win elections was false,https://politifact.com/personalities/elon-musk/,PolitiFact Elon Musk speaker scorecard,High,"Complete current PolitiFact Musk speaker-profile factual-claim corpus; this is a disputed-claims sample, not a random sample of everything Musk says","Established specialist fact-checker citing primary records, official data, experts, and the original Musk statement",Scored under the v2 Unsupported category at 25 points. This verdict measures demonstrated reliability and does not by itself establish deceptive intent.,A false rating establishes factual inaccuracy under the cited evidence; it does not by itself establish that Musk knowingly lied.,Factual assertion,FALSE,0.0,Yes
PUBLIC-008,2.0,2024-02-16,Public discourse,Science & Health,Hormonal birth control,Factual Assertion,"Said there was clear scientific consensus that hormonal birth control causes weight gain, doubles depression risk and triples suicide risk.",Present-tense or retrospective claim,https://politifact.com/factchecks/2024/feb/23/elon-musk/elon-musk-says-theres-scientific-consensus-on-birt/,No such clear scientific consensus exists,Established specialist fact-checker with linked original statement,2026-07-26,False,False,0,Yes,,Reliable evidence directly contradicted the central factual claim.,Yes,Evidence favors contradiction,Not applicable,Not applicable,False,Not established,Evidence is mixed and method-dependent; experts rejected the claim of a clear consensus and the stated universal risk multipliers.,https://politifact.com/factchecks/2024/feb/23/elon-musk/elon-musk-says-theres-scientific-consensus-on-birt/,No such clear scientific consensus exists,https://politifact.com/personalities/elon-musk/,PolitiFact Elon Musk speaker scorecard,High,"Complete current PolitiFact Musk speaker-profile factual-claim corpus; this is a disputed-claims sample, not a random sample of everything Musk says","Established specialist fact-checker citing primary records, official data, experts, and the original Musk statement",Scored under the v2 False category at 0 points. This verdict measures demonstrated reliability and does not by itself establish deceptive intent.,A false rating establishes factual inaccuracy under the cited evidence; it does not by itself establish that Musk knowingly lied.,Factual assertion,FALSE,0.0,Yes
PUBLIC-009,2.0,2024-02-02,Public discourse,Politics & Government,Immigration and elections,Factual Assertion,Said Biden's strategy was to bring in as many undocumented immigrants as possible and legalize them to create a permanent political majority.,Present-tense or retrospective claim,https://politifact.com/factchecks/2024/feb/06/elon-musk/elon-musk-is-wrong-to-say-joe-biden-is-recruiting/,No evidence Biden was recruiting immigrants to create a permanent majority,Established specialist fact-checker with linked original statement,2026-07-26,Unsupported,Unsupported,25,Yes,,"No credible evidence substantiates the alleged strategy, but the claimed political motive cannot be conclusively disproven.",Yes,Unresolved,Not applicable,Not applicable,Unsupported,Not established,"PolitiFact found no evidence of such a strategy and noted the long, uncertain path from unauthorized entry to citizenship and voting eligibility.",https://politifact.com/factchecks/2024/feb/06/elon-musk/elon-musk-is-wrong-to-say-joe-biden-is-recruiting/,No evidence Biden was recruiting immigrants to create a permanent majority,https://politifact.com/personalities/elon-musk/,PolitiFact Elon Musk speaker scorecard,High,"Complete current PolitiFact Musk speaker-profile factual-claim corpus; this is a disputed-claims sample, not a random sample of everything Musk says","Established specialist fact-checker citing primary records, official data, experts, and the original Musk statement",Scored under the v2 Unsupported category at 25 points. This verdict measures demonstrated reliability and does not by itself establish deceptive intent.,A false rating establishes factual inaccuracy under the cited evidence; it does not by itself establish that Musk knowingly lied.,Factual assertion,FALSE,0.0,Yes
PUBLIC-010,2.0,2022-05-02,Public discourse,Media & Society,Media coverage,Factual Assertion,Said NBC News covered up the Hunter Biden laptop story.,Present-tense or retrospective claim,https://politifact.com/factchecks/2022/may/04/elon-musk/elon-musks-false-claim-nbc-news-covered-hunter-bid/,NBC News did cover the Hunter Biden laptop story,Established specialist fact-checker with linked original statement,2026-07-26,False,False,0,Yes,,Reliable evidence directly contradicted the central factual claim.,Yes,Evidence favors contradiction,Not applicable,Not applicable,False,Not established,"NBC News published and broadcast multiple reports about the laptop and related authentication questions, contradicting the claim of a cover-up.",https://politifact.com/factchecks/2022/may/04/elon-musk/elon-musks-false-claim-nbc-news-covered-hunter-bid/,NBC News did cover the Hunter Biden laptop story,https://politifact.com/personalities/elon-musk/,PolitiFact Elon Musk speaker scorecard,High,"Complete current PolitiFact Musk speaker-profile factual-claim corpus; this is a disputed-claims sample, not a random sample of everything Musk says","Established specialist fact-checker citing primary records, official data, experts, and the original Musk statement",Scored under the v2 False category at 0 points. This verdict measures demonstrated reliability and does not by itself establish deceptive intent.,A false rating establishes factual inaccuracy under the cited evidence; it does not by itself establish that Musk knowingly lied.,Factual assertion,FALSE,0.0,Yes
